,r
392,6.242586771892499
393,6.242586771892499
394,6.242586771892499
395,6.242586771892499
396,6.242586771892499
397,6.242586771892499
398,6.242586771892499
399,6.25591263167161
400,6.25591263167161
401,6.25591263167161
402,6.25591263167161
403,6.201960509720391
404,6.201960509720391
405,6.201960509720391
406,6.192169692701613
407,6.192169692701613
408,6.199137412401925
409,6.199137412401925
410,6.199137412401925
411,6.3143883147673625
412,6.29904866783038
413,6.29904866783038
414,6.29904866783038
415,6.29904866783038
416,6.29904866783038
417,6.29904866783038
418,6.29904866783038
419,6.29904866783038
420,6.312182949616124
421,6.312182949616124
422,6.312182949616124
423,6.1917783331149385
424,6.1917783331149385
425,6.1917783331149385
426,6.1917783331149385
427,6.1917783331149385
428,6.1917783331149385
429,6.1917783331149385
430,6.217304800947665
431,6.217304800947665
432,6.217304800947665
433,6.217304800947665
434,6.217304800947665
435,6.217304800947665
436,6.217304800947665
437,6.217304800947665
438,6.217304800947665
439,6.217304800947665
440,6.217304800947665
441,6.217304800947665
442,6.217304800947665
443,6.217304800947665
444,6.217304800947665
445,6.217304800947665
446,6.217304800947665
447,6.217304800947665
448,6.217304800947665
449,6.1796804883599386
450,6.1796804883599386
451,6.1796804883599386
452,6.300761150591414
453,6.300761150591414
454,6.300761150591414
455,6.300761150591414
456,6.300761150591414
457,6.300761150591414
458,6.300761150591414
459,6.300761150591414
460,6.300761150591414
461,6.300761150591414
462,6.300761150591414
463,6.3014405415404715
464,6.3014405415404715
465,6.3014405415404715
466,6.3014405415404715
467,6.2347776156861565
468,6.283795174704069
469,6.283795174704069
470,6.265437461073699
471,6.239253865556976
472,6.239253865556976
473,6.239253865556976
474,6.2417762024797705
475,6.2417762024797705
476,6.2417762024797705
477,6.2417762024797705
478,6.214037913545745
479,6.214037913545745
480,6.214037913545745
481,6.214037913545745
482,6.214037913545745
483,6.243357093968685
484,6.243357093968685
485,6.243357093968685
486,6.243357093968685
487,6.243357093968685
488,6.243357093968685
489,6.243357093968685
490,6.243357093968685
491,6.2340878895000325
492,6.2340878895000325
493,6.2340878895000325
494,6.2340878895000325
495,6.2340878895000325
496,6.2340878895000325
497,6.2340878895000325
498,6.2340878895000325
499,6.2340878895000325
500,6.209133274242387
501,6.209133274242387
502,6.2500033131470865
503,6.2500033131470865
504,6.2500033131470865
505,6.250576901601861
506,6.250576901601861
507,6.250576901601861
508,6.250576901601861
509,6.250576901601861
510,6.250576901601861
511,6.231284106104753
512,6.231284106104753
513,6.231284106104753
514,6.273228743369308
515,6.275330509962051
516,6.275330509962051
517,6.271443063731135
518,6.271443063731135
519,6.271443063731135
520,6.271443063731135
521,6.208760528050951
522,6.208760528050951
523,6.208760528050951
524,6.266838488517574
525,6.293263227709054
